Species,0.002,0.004,0.008,0.016,0.03,0.06,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,Distributions ,Observations,(T)ECOFF,CI,
Citrobacter braakii,0,0,0,0,0,0,0,15,31,14,3,2,0,3,0,19,0,0,0,1,87,-,,
Enterobacter cloacae,0,0,0,0,0,1,5,14,17,8,6,1,4,7,7,5,11,34,0,1,120,-,,
Escherichia coli,0,0,0,0,0,22,122,165,50,59,26,17,12,26,6,13,20,159,0,3,697,-1,,
Haemophilus influenzae,0,0,0,45,106,18,6,4,4,2,2,0,0,0,0,0,0,0,0,1,187,-,,
Klebsiella aerogenes,0,0,0,0,0,0,0,4,3,3,1,0,0,1,3,0,5,16,0,1,36,-,,
Klebsiella oxytoca,0,0,0,0,0,1,1,1,1,5,5,4,0,2,1,0,1,6,0,1,28,-,,
Klebsiella pneumoniae,0,0,0,0,0,173,10,2,4,0,2,5,6,5,1,1,2,0,0,1,211,-,,
Morganella morganii,0,0,0,0,0,0,0,0,1,4,4,1,1,2,1,1,4,7,0,1,26,-,,
Proteus mirabilis,0,0,0,0,0,0,0,1,15,37,5,4,2,4,1,4,11,38,0,1,122,-,,
Proteus vulgaris,0,0,0,0,0,0,0,0,0,10,4,0,1,1,2,2,2,3,0,1,25,-,,
Salmonella enterica,0,0,0,0,0,0,0,6,109,24,3,12,6,0,10,8,0,0,0,1,178,-,,
Salmonella Enteritidis,0,0,0,0,0,0,0,2,52,8,0,3,1,0,0,1,0,0,0,1,67,-,,
Salmonella Paratyphi,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,7,-,,
Serratia marcescens,0,0,0,0,0,0,0,0,1,3,5,6,6,6,17,23,13,59,0,1,139,-,,
Staphylococcus aureus,0,0,0,0,0,4,0,1,10,69,599,95,20,2,2,2,2,0,0,1,806,-,,
Stenotrophomonas maltophilia,0,0,0,0,0,0,0,0,5,11,22,36,45,86,97,151,12,10,0,3,475,-,,
Streptococcus pneumoniae,0,0,0,0,79,96,14,5,6,5,3,1,1,0,0,0,0,0,0,1,210,-,,
