Species,0.002,0.004,0.008,0.016,0.03,0.06,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,Distributions ,Observations,(T)ECOFF,CI
Citrobacter braakii,0,0,0,0,0,0,0,39,45,3,4,6,4,6,6,2,0,0,0,1,115,-,
Haemophilus influenzae,0,0,0,49,71,37,17,7,5,1,0,0,0,0,0,0,0,0,0,1,187,-,
Hafnia alvei,0,0,0,0,0,0,0,2,4,5,5,6,26,107,11,0,0,0,0,1,166,-,
Morganella morganii,0,0,0,0,0,0,0,38,499,989,626,296,120,38,6,5,0,0,0,1,2617,-,
Proteus penneri,0,0,0,0,0,0,0,13,28,34,5,2,1,0,0,0,0,0,0,1,83,-,
Providencia stuartii,0,0,0,0,0,0,0,13,51,132,176,126,159,102,33,9,0,0,0,1,801,-,
Serratia liquefaciens,0,0,0,0,0,0,0,2,22,76,24,8,2,1,0,0,0,0,0,1,135,-,
Staphylococcus aureus,0,0,0,0,9,1,0,4,18,477,244,44,3,1,0,4,0,0,0,1,805,-,
Stenotrophomonas maltophilia,0,0,0,0,1,0,0,2,9,22,15,13,2,2,1,1,0,0,0,1,68,-,
Streptococcus pneumoniae,0,0,0,0,76,100,13,6,5,5,3,1,1,0,0,0,0,0,0,1,210,-,
