Species,0.002,0.004,0.008,0.016,0.03,0.06,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,Distributions ,Observations,(T)ECOFF,CI,
Acinetobacter baumannii,0,0,0,0,1,1,0,9,8,8,14,18,22,9,47,4,69,0,0,2,210,-,,
Actinobacillus pleuropneumoniae,0,0,0,0,0,0,3,46,124,108,5,2,9,14,5,0,0,0,0,4,316,-,,
Actinomyces israelii,0,0,0,0,0,0,6,32,31,16,12,1,0,0,0,0,0,0,0,1,98,-,,
Actinomyces spp,0,0,0,0,0,0,6,68,84,67,62,4,2,5,4,3,0,0,0,1,305,-,,
Arcanobacterium pyogenes,0,0,0,0,0,0,6,22,1,0,0,2,8,12,21,6,0,0,0,2,78,-,,
Bacillus cereus,0,0,0,0,0,6,21,23,59,34,38,15,15,9,0,0,0,0,0,2,220,ID,,
Bifidobacterium longum,0,0,0,0,0,0,3,13,34,12,1,0,0,7,8,1,0,0,0,1,79,-,,
Bifidobacterium pseudolongum,0,0,0,0,0,0,0,0,2,30,20,3,2,0,3,18,4,0,0,1,82,-,,
Bifidobacterium spp,0,0,0,0,3,4,10,36,92,60,28,10,7,9,19,45,25,13,3,2,364,-,,
Bifidobacterium thermophilum,0,0,0,0,0,0,0,0,2,15,7,2,0,0,1,23,17,13,0,1,80,-,,
Bordetella bronchiseptica,0,0,0,0,0,0,48,244,113,22,13,3,0,0,0,4,0,0,0,4,447,-1,,
Burkholderia pseudomallei,0,0,0,0,0,0,0,0,21,87,166,58,9,8,3,0,0,0,0,7,352,8, 2-8,
Campylobacter coli,0,0,0,0,0,47,618,2033,1065,525,167,71,94,180,302,796,3759,113,1,30,9771,2,,
Campylobacter jejuni,0,0,0,5,70,1378,5581,4480,1693,734,209,99,364,477,1666,4284,5415,553,863,52,27871,1,,
Citrobacter braakii,0,0,0,0,0,0,0,0,8,1,1,0,1,0,1,0,0,0,0,1,12,-,,
Citrobacter freundii,0,0,0,0,0,0,0,2,10,6,2,0,0,0,4,0,0,0,0,1,24,-,,
