Species,0.002,0.004,0.008,0.016,0.03,0.06,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,Distributions ,Observations,(T)ECOFF,CI
Aspergillus flavus EUCAST,0,0,0,0,0,0,0,6,42,83,59,15,1,1,0,0,0,0,0,1,207,-,
Aspergillus fumigatus EUCAST,0,0,0,1,1,11,384,593,1216,223,12,1,0,0,0,0,0,0,0,6,2442,1,
Aspergillus nidulans EUCAST,0,0,0,0,0,2,4,8,37,38,20,4,3,5,0,0,0,0,0,3,121,-4,
Aspergillus niger EUCAST,0,0,0,1,6,27,50,70,28,2,0,1,0,0,0,0,0,0,0,1,185,-,
Aspergillus terreus EUCAST,0,0,0,0,0,0,0,3,11,42,69,48,12,3,0,0,0,0,0,1,188,-,
Candida albicans EUCAST,0,0,1,2,13,59,518,506,223,19,1,0,0,0,0,0,0,0,0,6,1342,1,
Candida dubliniensis EUCAST,0,0,0,2,41,61,26,10,6,0,0,0,0,0,0,0,0,0,0,5,146,0.25,
Candida glabrata EUCAST,0,0,0,0,9,13,215,417,230,22,1,0,0,0,0,0,0,0,0,5,907,1,
Candida guilliermondii EUCAST,0,0,0,0,8,21,38,17,4,0,0,0,0,0,0,0,0,0,0,1,88,-,
Candida kefyr EUCAST,0,0,0,0,0,1,11,19,26,7,0,0,0,0,0,0,0,0,0,1,64,-,
Candida krusei EUCAST,0,0,0,0,0,0,6,35,167,53,1,0,0,0,0,0,0,0,0,7,262,1,
Candida lusitaniae EUCAST,0,0,0,0,2,21,17,14,5,0,0,0,0,0,0,0,0,0,0,1,59,-,
Candida parapsilosis EUCAST,0,0,0,0,5,8,26,116,141,17,0,0,0,0,1,0,0,0,0,5,314,1,
Candida tropicalis EUCAST,0,0,0,0,0,4,31,134,81,7,0,0,0,0,0,0,0,0,0,1,257,-,
Cryptococcus gattii EUC,0,0,0,0,2,11,25,13,1,0,0,0,0,0,0,0,0,0,0,2,52,-,
Cryptococcus neoformans EUCAST,0,0,0,1,12,82,371,406,123,25,2,0,0,0,0,0,0,0,0,1,1022,-,
Fusarium (Gibberella) fujikuroi SC EUCAST,0,0,0,0,0,0,2,0,2,13,41,29,11,1,0,0,0,0,0,5,99,8,
Fusarium solani SC EUCAST,0,0,1,0,0,0,0,0,5,33,19,6,7,1,0,0,0,0,0,1,72,-,
Saccharomyces cerevisiae EUCAST,0,0,0,1,2,9,21,37,10,1,0,0,0,0,0,0,0,0,0,3,81,-0.5,
