Species,0.002,0.004,0.008,0.016,0.03,0.06,0.125,0.25,0.5,1,2,4,8,16,32,64,128,256,512,Distributions ,Observations,(T)ECOFF,CI,
Actinobaculum schaalii,0,0,0,0,0,0,1,20,18,9,0,0,0,0,0,0,0,0,0,1,48,ID,,
Bacillus cereus,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,1,110,ID,,
Campylobacter jejuni,0,0,0,0,0,0,0,0,0,0,0,8,11,4,1,0,0,0,0,1,24,ID,,
Clostridioides difficile,0,0,0,0,0,0,1,8,50,111,30,13,1,1,0,0,0,0,0,1,215,ID,,
Cutibacterium acnes,0,0,0,0,0,0,0,18,184,96,6,0,0,0,0,0,0,0,0,1,304,ID,,
Enterococcus faecalis,0,0,0,0,0,0,15,36,606,13977,16245,490,8,7,5,0,0,0,0,30,31415,ID,,
Enterococcus faecalis ATCC 29212,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,2,54,ID,,
Enterococcus faecium,0,0,0,0,0,0,9,27,403,4630,8936,377,9,1,0,0,0,0,0,25,14404,4, 2-4,
Haemophilus influenzae,0,0,0,0,0,6,2,7,5,36,121,1478,10796,8927,2732,178,0,0,0,2,24288,ID,,
Kocuria kristinae,0,0,0,0,0,0,0,41,45,77,9,0,0,0,0,0,0,0,0,2,172,-,,
Lactobacillus reuteri,0,0,0,0,0,0,0,0,0,13,31,5,0,0,0,0,0,0,0,1,49,ID,,
Listeria monocytogenes,0,0,0,0,0,0,0,0,0,7,75,49,0,0,0,0,0,0,0,2,131,ID,,
Mycobacterium tuberculosis 7H9,0,0,0,0,0,4,99,775,2393,1017,118,30,15,19,0,0,0,0,0,2,4470,ID,,
Rothia aeria,0,0,0,0,0,0,0,4,17,17,2,0,0,0,0,0,0,0,0,1,40,-,,
Rothia dentocariosa,0,0,0,0,0,0,0,16,49,12,1,0,0,0,0,0,0,0,0,1,78,-,,
Rothia mucilaginosa,0,0,0,0,0,0,22,81,435,299,9,0,0,0,0,0,0,0,0,2,846,-,,
Rothia spp,0,0,0,0,0,0,22,88,484,343,17,0,0,0,0,0,0,0,0,1,954,-,,
Staphylococcus aureus,0,0,0,0,0,9,115,183,1623,20077,39337,5291,29,6,1,0,0,0,0,29,67615,4, 2-4,
Staphylococcus aureus ATCC 29213,0,0,0,0,0,0,0,0,0,0,108,24,0,0,0,0,0,0,0,3,132,ID, 1-8,
Staphylococcus aureus MRSA,0,0,0,0,0,0,0,0,0,36,1304,1142,1,1,0,0,0,0,0,5,2484,4, 2-4 ,
Staphylococcus aureus MSSA,0,0,0,0,0,0,0,0,0,17,1249,350,0,0,0,0,0,0,0,6,1616,4, 2-4,
Staphylococcus auricularis,0,0,0,0,0,0,0,0,5,28,9,0,0,0,0,0,0,0,0,1,42,ID,,
Staphylococcus capitis,0,0,0,0,0,0,13,27,157,252,32,0,0,0,1,0,0,0,213,3,695,-2, 1-4,
Staphylococcus cohnii,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,1,16,ID,,
Staphylococcus epidermidis,0,0,0,0,0,4,41,375,2083,3826,782,26,1,1,0,0,0,0,0,9,7139,4, 1-4 ,
Staphylococcus epidermidis MSSE,0,0,0,0,0,0,0,0,8,67,9,0,0,0,0,0,0,0,0,2,84,ID,,
Staphylococcus haemolyticus,0,0,0,0,0,0,7,71,730,867,93,6,2,0,0,0,0,0,223,9,1999,2, 1-4,
Staphylococcus hominis,0,0,0,0,0,1,4,28,225,588,42,1,0,1,1,0,0,0,226,3,1117,-2, 1-4,
Staphylococcus intermedius,0,0,0,0,0,1,1,0,5,18,5,0,0,0,0,0,0,0,0,1,30,ID,,
Staphylococcus lugdunensis,0,0,0,0,0,0,0,1,16,33,6,0,0,0,0,0,0,0,0,1,56,ID,,
Staphylococcus saprophyticus,0,0,0,0,0,0,3,8,68,124,90,6,0,0,1,0,0,0,242,3,542,-2, 1-16,
Staphylococcus simulans,0,0,0,0,0,0,0,0,7,38,24,0,0,0,0,0,0,0,0,1,69,ID,,
Staphylococcus warneri,0,0,0,0,0,0,1,6,70,166,20,1,0,0,0,0,0,0,250,3,514,-2,0.5 - 8,
Staphylococcus xylosus,0,0,0,0,0,0,0,0,1,14,7,0,0,0,0,0,0,0,0,1,22,ID,,
Streptococcus agalactiae,0,0,0,0,0,0,0,8,141,1698,282,4,0,0,0,0,0,0,0,14,2133,2, 1-2,
Streptococcus anginosus,0,0,0,0,0,0,0,11,23,79,12,0,0,0,0,0,0,0,0,4,125,-2,0.25 - 8,
Streptococcus bovis,0,0,0,0,0,0,0,1,19,85,25,0,0,0,0,0,0,0,0,1,130,ID,,
Streptococcus constellatus,0,0,0,0,0,0,1,5,31,53,1,0,0,0,0,0,0,0,0,2,91,ID,,
Streptococcus group C,0,0,0,0,0,0,3,1,12,118,9,0,0,0,0,0,0,0,0,1,143,-,,
Streptococcus group G,0,0,0,0,0,0,0,0,14,471,70,10,0,0,0,0,0,0,0,3,565,-2, 1-4,
Streptococcus intermedius,0,0,0,0,0,0,1,0,6,24,8,0,0,0,0,0,0,0,0,1,39,ID,,
Streptococcus milleri,0,0,0,0,0,0,1,3,17,52,2,0,0,0,0,0,0,0,0,1,75,ID,,
Streptococcus mitis,0,0,0,0,0,0,1,3,41,152,4,0,0,0,0,0,0,0,0,1,201,ID,,
Streptococcus oralis,0,0,0,0,0,0,0,0,40,169,19,0,1,0,0,0,0,0,0,4,229,-2,0.5 - 2,
Streptococcus pneumoniae,0,0,0,0,0,10,35,593,4665,39282,15577,18,0,0,0,0,0,0,0,18,60207,4, 1-4,
Streptococcus pneumoniae ATCC 49619,0,0,0,0,0,0,0,0,3,30,67,0,0,0,0,0,0,0,0,2,100,ID,,
Streptococcus pyogenes,0,0,0,0,0,11,252,287,2966,15597,4188,13,1,0,0,0,0,0,239,15,23554,2, 1-2,
Streptococcus sanguinis,0,0,0,0,0,0,0,1,23,69,3,0,0,0,0,0,0,0,0,1,96,ID,,
Streptococcus uberis,0,0,0,0,0,0,0,0,2,35,60,0,0,0,0,0,0,0,0,1,97,ID,,
